Parameter Name,Parameter Usage,Parameter CAS Number,Parameter UOM Type,Parameter Synonym,Parameter Synonym Type
Pyrazon,Lab,1698-60-8      ,SUBST,Phenazon,Trade Name
Pyrazon,Lab,1698-60-8      ,SUBST,"3(2H)-Pyridazinone, 5-amino-4-chloro-2-phenyl-",Synonym
Pyrazon,Lab,1698-60-8      ,SUBST,PCA,Synonym
Pyrene,Lab,129-00-0       ,SUBST,Benzo[def]phenanthrene,Synonym
"Pyrene, 2-methyl-",Lab,3442-78-2      ,SUBST,,
"Pyrene, 4-methyl-",Lab,12/6/3353,SUBST,,
Pyrene-D10,Lab,1718-52-1      ,SUBST,,
Pyrethrin,Lab,121-29-9       ,SUBST,,
Pyrethrins,Lab,121-21-1       ,SUBST,"Cyclopropanecarboxylic acid,2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-3-(2,4-pentadienyl)-2-cyclopenten-1-yl ester, [1R-[1.alpha.[S*(Z)],3.beta.]]-",Synonym
Pyrethrins,Lab,121-21-1       ,SUBST,Pyrethrin I,Synonym
Pyridaben,Lab,96489-71-3     ,SUBST,"3(2H)-Pyridazinone, 4-chloro-2-(1,1-dimethylethyl)-5-[[[4-(1,1-dimethylethyl)phenyl]methyl]thio]-",Synonym
Pyridine,Lab,110-86-1       ,SUBST,,
"Pyridine, 3-methoxy-",Lab,7295-76-3      ,SUBST,,
"Pyrido[2,3-d]pyrimidine",Lab,254-61-5       ,SUBST,,
Pyrimethanil,Lab,53112-28-0     ,SUBST,,
Quinalphos,Lab,13593-03-8     ,SUBST,"Phosphorothioic acid, O,O-diethyl O-2-quinoxalinyl ester",Synonym
Quinclorac,Lab,84087-01-4     ,SUBST,,
"Quinoline, 1-oxide",Lab,1613-37-2      ,SUBST,,
"Quinoline, 2-Methyl-",Lab,91-63-4        ,SUBST,,
"Quinoline, 4-nitro-, 1-oxid",Lab,56-57-5        ,SUBST,,
Quizalofop-ethyl,Lab,76578-14-8     ,SUBST,Assure,Trade Name
Radium-226,Lab,13982-63-3     ,RAD,"Radium, isotope of mass 226",Synonym
Radium-226,Lab,13982-63-3     ,RAD,Radium 226,Synonym
Radium-226 and/or radium-228,Lab,,RAD,,
Radium-228,Lab,15262-20-1     ,RAD,"Radium, isotope of mass 228",Synonym
Radium-228,Lab,15262-20-1     ,RAD,Radium 228,Synonym
Ranitidine,Lab,66357-35-5     ,SUBST,Zantac,Trade Name
Ranitidine,Lab,66357-35-5     ,SUBST,"(E)-N-(2-((5-((dimethylaminomethyl) furan-2-yl)methylthio)ethyl)-N'-methyl-2-nitroethene-1,1-diamine",Synonym
RBS,Field and Lab,,MISC,,
Refractory ceramic fibers,Lab,142844-00-6    ,SUBST,"Refractories, fibers, aluminosilicate",Synonym
Relative Humidity,Field,,SUBST,,
Reserpine,Lab,50-55-5        ,SUBST,Serpasil,Trade Name
Resmethrin,Lab,10453-86-8     ,SUBST,,
Resorcinol,Lab,108-46-3       ,SUBST,"1,3-Benzenediol",Synonym
ResPoolArea,Field and Lab,,AREA,,
ResPoolArea100,Field and Lab,,LEN,,
Retene,Lab,483-65-8       ,SUBST,,
"Rf58  12-Chlorodehydroabietic Acid, Ethyl Ester",Lab,,SUBST,,
Ronnel,Lab,299-84-3       ,SUBST,,
Roxithromycin,Lab,80214-83-1     ,SUBST,,
S-(+)-Carvone,Lab,2244-16-8      ,SUBST,"2-Cyclohexen-1-one, 2-methyl-5-(1-methylethenyl)-, (5S)-",Synonym
S6,Lab,,SUBST,,
Saccharin,Lab,81-07-2        ,SUBST,"1,2-Benzisothiazol-3(2H)-one,1,1-dioxide",Synonym
Safrole,Lab,94-59-7        ,SUBST,,
Salinity,Field and Lab,,SUBST,,
Sample Event Flow Volume,Field,,VOL,,
Sandaracopimaric Acid,Lab,471-74-9       ,SUBST,,
Sarafloxacin,Lab,98105-99-8     ,SUBST,,
Saxitoxin,Lab,35523-89-8     ,SUBST,,
Scandium,Lab,7440-20-2      ,SUBST,,
SD BF WxD,Field and Lab,,AREA,,
SD BFDepth,Field and Lab,,LEN,,
SD BFHeight,Field and Lab,,LEN,,
SD BFWidth,Field and Lab,,LEN,,
SD Embed,,,SUBST,Status and Trends Habitat Monitoring (STM) - Standard deviation of percent embeddedness for all observed substrate-stations at a site.,Synonym
SD EmbedCtr,,,SUBST,Status and Trends Habitat Monitoring (STM) - Standard deviation of percent embeddedness for central substrate-stations: the center and 2 adjacent stations at each of 11 major transects (only measured at streams less than 25 meters wide).,Synonym
SD PoolUnitDepth,Field and Lab,,LEN,,
SD TWDepth,,,LEN,Status and Trends Habitat Monitoring (STM) - Standard deviation of all thalweg depths at a site.,Synonym
SD Wet WxD,Field and Lab,,AREA,,
SD WetWidth,Field and Lab,,LEN,,
sec-Butyl chloroformate,Lab,17462-58-7     ,SUBST,"Carbonochloridic acid, 1-methylpropyl e*",Synonym
Sec-Butylbenzene,Lab,135-98-8       ,SUBST,"Benzene, (1-methylpropyl)-",Synonym
"Sediment Volume, wet",Field and Lab,,VOL,,
Selenium,Lab,7782-49-2      ,SUBST,,
Selenium Sulfide,Lab,7446-34-6      ,SUBST,Selenium (2) sulfide (SeS),Synonym
Selenium Sulfide,Lab,7446-34-6      ,SUBST,Selenium monosulfide,Synonym
"Selenocyanic acid, 1-methylindol-3-yl ester",Lab,1201-20-3      ,SUBST,,
Sertraline,Lab,79617-96-2     ,SUBST,,
Sethoxydim,Lab,74051-80-2     ,SUBST,"2-Cyclohexen-1-one, 2-[1-(ethoxyimino)butyl]-5-[2-(ethylthio)propyl]-3-hydroxy-",Synonym
Settleable Solids,Lab,,SUBST,,
Sex,Field and Lab,,GENDER,,
Siduron,Lab,1982-49-6      ,SUBST,"Urea, N-(2-methylcyclohexyl)-N'-phenyl-",Synonym
"Silanol, Trimethyl-",Lab,1066-40-6      ,SUBST,,
Silica,Field and Lab,7631-86-9      ,SUBST,,
Silica (SiO2) fused,Lab,60676-86-0     ,SUBST,,
Silicate (SiOH4),Lab,,SUBST,,
Silicon,Lab,7440-21-3      ,SUBST,,
Silver,Lab,7440-22-4      ,SUBST,,
Silvex,Lab,93-72-1        ,SUBST,"2,4,5-TP",Synonym
Silvex,Lab,93-72-1        ,SUBST,"Propanoic acid, 2-(2,4,5-trichlorophenoxy)-",Synonym
Simazine,Lab,122-34-9       ,SUBST,,
Simetryn,Lab,1014-70-6      ,SUBST,"1,3,5-Triazine-2,4-diamine,N,N'-diethyl-6-(methylthio)-",Synonym
Simultaneously Extracted Metals (SEM),Lab,,SUBST,,
Simultaneously Extracted Metals-Acid Volatile Sulfides (SEM/AVS) ratio,Lab,,SUBST,,
Simvastatin,Lab,79902-63-9     ,SUBST,,
Sinuosity,Field and Lab,,MISC,,
Site Length,Field and Lab,,LEN,,
Sodium,Lab,7440-23-5      ,SUBST,,
Sodium acetate,Lab,127-09-3       ,SUBST,"Acetic acid, sodium salt",Synonym
Sodium chlorite,Field and Lab,7758-19-2      ,SUBST,Textone,Trade Name
Sodium chlorite,Field and Lab,7758-19-2      ,SUBST,"Chlorous acid, sodium salt",Synonym
Sodium diethyldithiocarbamate,Lab,148-18-5       ,SUBST,"Carbamodithioic acid, diethyl-, sodium salt",Synonym
Sodium Fluoroacetate,Lab,62-74-8        ,SUBST,1080,Trade Name
Sodium Fluoroacetate,Lab,62-74-8        ,SUBST,"Acetic acid, fluoro-, sodium salt",Synonym
Sodium perchlorate,Lab,7601-89-0      ,SUBST,"Perchloric acid, sodium salt",Synonym
Sodium propionate,Lab,137-40-6       ,SUBST,"Propanoic acid, sodium salt",Synonym
Sodium pyruvate,Lab,113-24-6       ,SUBST,"Propanoic acid, 2-oxo-, sodium salt",Synonym
Sodium pyruvate,Lab,113-24-6       ,SUBST,"Pyruvic acid, sodium salt",Synonym
Sodium vanadate,Lab,13718-26-8     ,SUBST,Sodium metavanadate,Synonym
Sodium vanadate,Lab,13718-26-8     ,SUBST,"Vanadate (VO31-), sodium",Synonym
"Solar irradiation, local",Field,,MISC,Solar Radiation,Synonym
Solids,Lab,,SUBST,Percent Solids,Synonym
Specific Conductivity (at 25 deg C),Field and Lab,,MISC,Specific Conductivity,Synonym
Specific Conductivity (at 25 deg C),Field and Lab,,MISC,Specific Conductance (at 25 deg C),Synonym
Specific Conductivity (at 25 deg C),Field and Lab,,MISC,Specific Conductance,Synonym
Specific gravity,Lab,,MISC,,
Squalene,Lab,7683-64-9      ,SUBST,,
Static pressure at well head annulus,Field,,VOL,,
Stigmast-4-en-3-one,Lab,1058-61-3      ,SUBST,,
Stigmasterol,Lab,83-48-7        ,SUBST,,
"Stilbene, 4-amino- (E)",Lab,4309-66-4      ,SUBST,,
Stirofos,Lab,22248-79-9     ,SUBST,,
Stoddard solvent,Lab,8052-41-3      ,SUBST,,
Storm Event Flow Volume,Field,,VOL,,
Stream Tape Down,Field and Lab,,LEN,,
Stream/River Average Depth,Field,,LEN,,
Stream/River Average Velocity,Field,,VEL,,
Stream/River Stage,Field,,LEN,,
Stream/River Wetted Width,Field,,LEN,,
Streptozotocin,Lab,18883-66-4     ,SUBST,,
Strontium,Lab,7440-24-6      ,SUBST,,
Strontium-90,Lab,10098-97-2,RAD,"Strontium, isotope of mass 90",Synonym
Strontium-90,Lab,10098-97-2,RAD,Strontium 90,Synonym
Styrene,Lab,100-42-5       ,SUBST,"Benzene, ethenyl-",Synonym
"Substrate, bedrock",Field,,SUBST,,
Sulfachloropyridazine,Lab,80-32-0        ,SUBST,,
Sulfadiazine,Lab,68-35-9        ,SUBST,,
Sulfadimethoxine,Lab,122-11-2       ,SUBST,,
Sulfallate,Lab,95-06-7        ,SUBST,,
Sulfamerazine,Lab,127-79-7       ,SUBST,,
Sulfamethazine,Lab,57-68-1        ,SUBST,,
Sulfamethizole,Lab,144-82-1       ,SUBST,,
Sulfamethoxazole,Lab,723-46-6       ,SUBST,,
Sulfanilamide,Lab,63-74-1        ,SUBST,,
Sulfate,Lab,14808-79-8     ,SUBST,,
Sulfathiazole,Lab,72-14-0        ,SUBST,,
Sulfentrazone,Lab,122836-35-5    ,SUBST,"Methanesulfonamide, N-[2,4-dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]phenyl]-",Synonym
Sulfide,Lab,18496-25-8     ,SUBST,"Sulfide, total",Synonym
Sulfide,Lab,18496-25-8     ,SUBST,"Sulfide, dissolved",Synonym
Sulfides,Lab,,SUBST,"Sulfides, total",Synonym
Sulfite,Lab,14265-45-3     ,SUBST,,
Sulfotepp,Lab,3689-24-5      ,SUBST,,
Sulfur,,7704-34-9      ,SUBST,Sulfur (particulate matter),Synonym
Sulfur,,7704-34-9      ,SUBST,Sulphur,Synonym
Sulfur Molecule (S8),Lab,10544-50-0     ,SUBST,Octasulfur,Synonym
Sum of chlorinated paraffin waxes and hydrocarbon waxes,Lab,63449-39-8     ,SUBST,Total chloroparaffin-sum,Synonym
Sum of long-chain chloroparaffin,Lab,85535-86-0     ,SUBST,"Alkanes, C 18-28, chloro",Synonym
Sum of long-chain chloroparaffin,Lab,85535-86-0     ,SUBST,Total long-chain chloroparaffin,Synonym
Sum of meduim-chain chloroparaffin,Lab,85535-85-9     ,SUBST,Total medium-chain chloroparaffin,Synonym
Sum of meduim-chain chloroparaffin,Lab,85535-85-9     ,SUBST,"Alkanes, C14-17, chloro",Synonym
Sum of short-chain chloroparaffin,Lab,85535-84-8     ,SUBST,Total short-chain chloroparaffin,Synonym
Sum of short-chain chloroparaffin,Lab,85535-84-8     ,SUBST,"Alkanes, C10-13, chloro",Synonym
Surface Water Depth,Field,,LEN,,
Surfactants,Field and Lab,,SUBST,MBAS,Synonym
Surfactants,Field and Lab,,SUBST,Methylene blue active substances,Synonym
Surfactants,Field and Lab,,SUBST,Foaming agents,Synonym
Suspended Sediment Concentration,Field and Lab,,SUBST,SSC,Synonym
Swep,Lab,1918-18-9      ,SUBST,"Carbamic acid, (3,4-dichlorophenyl)-, m*",Synonym
Tannins and Lignins,Lab,,SUBST,,
Tantalum,Lab,7440-25-7      ,SUBST,,
Tebuconazole,Lab,107534-96-3    ,SUBST,,
Tebuthiuron,Lab,34014-18-1     ,SUBST,,
"Temperature, air",Field,,TEMP,,
"Temperature, dew point air",Field,,TEMP,,
"Temperature, hyporheic",Field,,TEMP,,
"Temperature, landfill gas",Field,,TEMP,,
"Temperature, sediment",Field and Lab,,TEMP,,
"Temperature, soil",Field,,TEMP,,
"Temperature, water",Field,,TEMP,,
Terbacil,Lab,5902-51-2      ,SUBST,,
Terbium,Lab,7440-27-9      ,SUBST,,
Terbufos,Lab,13071-79-9     ,SUBST,,
Terbufos sulfone,Lab,56070-16-7     ,SUBST,Terbufos breakdown product,BREAKDOWN PRODUCT
Terbufos sulfone,Lab,56070-16-7     ,SUBST,Counter sulfone,Synonym
Terbutryn (Igran),Lab,886-50-0       ,SUBST,,
Terbutylazine,,5915-41-3      ,SUBST,,
Terephthalic acid,Lab,100-21-0       ,SUBST,"1,4-Benzenedicarboxylic acid",Synonym
Terephthalic acid,Lab,100-21-0       ,SUBST,p-Phthalic acid,Synonym
tert-Amyl methyl ether,Lab,994-05-8       ,SUBST,TAME,Synonym
tert-Amyl methyl ether,Lab,994-05-8       ,SUBST,t-amyl methyl ether,Synonym
tert-Amyl methyl ether,Lab,994-05-8       ,SUBST,tertiary amyl methyl ether,Synonym
tert-Amyl methyl ether,Lab,994-05-8       ,SUBST,"Butane, 2-methoxy-2-methyl-",Synonym
Tert-Butylbenzene,Lab,98-06-6        ,SUBST,,
Testosterone,Lab,58-22-0        ,SUBST,,
Tetrabromobisphenol A,Lab,79-94-7        ,SUBST,"Phenol, 4,4'-(1-methylethylidene)bis[2,*",Synonym
Tetrabromodiphenyl ether,Lab,40088-47-9     ,SUBST,"Benzene, 1,1'-oxybis-, tetrabromo deriv.",Synonym
Tetrabromodiphenyl ether,Lab,40088-47-9     ,SUBST,Tetrabromodiphenyl oxide,Synonym
Tetrabutyltin,Lab,1461-25-2      ,SUBST,"Stannane, tetrabutyl-",Synonym
Tetrabutyltin,Lab,1461-25-2      ,SUBST,Tetra-n-butyltin,Synonym
Tetrachloro-m-xylene,Lab,877-09-8       ,SUBST,,
Tetrachloroanisole,Lab,53452-81-6     ,SUBST,"2,3,4,5-Tetrachloroanisol",Synonym
Tetrachlorobenzene,Lab,12408-10-5     ,SUBST,Tetrachlorobenzenes,Synonym
Tetrachlorocatechol,Lab,1198-55-6      ,SUBST,,
Tetrachloroethane,Lab,25322-20-7     ,SUBST,"Tetrachloroethane, undifferentiated iso*",Synonym
Tetrachloroethene,Lab,127-18-4       ,SUBST,Perchloroethylene,Synonym
Tetrachloroethene,Lab,127-18-4       ,SUBST,Tetrachloroethylene,Synonym
Tetrachloroethene,Lab,127-18-4       ,SUBST,U210,RCRA Waste Number
Tetrachloroethene,Lab,127-18-4       ,SUBST,Perc,Synonym
Tetrachloroethene,Lab,127-18-4       ,SUBST,PCE,Synonym
Tetrachloroethene,Lab,127-18-4       ,SUBST,Perchloroethene,Synonym
Tetrachloroguaiacol,Lab,2539-17-5      ,SUBST,2-Methoxytetrachlorophenol,Synonym
Tetrachloroguaicol,Lab,944-61-6       ,SUBST,,
Tetrachlorophenol,Lab,25167-83-3     ,SUBST,Tetrachlorophenols,Synonym
Tetrachlorophenol,Lab,25167-83-3     ,SUBST,"Phenol, tetrachloro-",Synonym
Tetrachlorvinphos (Gardona),Lab,961-11-5       ,SUBST,,
Tetracosane,Lab,646-31-1       ,SUBST,,
"Tetracosatetraene, 2,6,10,15,19,23-hexamethyl-",Lab,,SUBST,,
Tetracycline,Lab,60-54-8        ,SUBST,,
Tetradecanal,Lab,124-25-4       ,SUBST,,
Tetradecane,Lab,629-59-4       ,SUBST,,
Tetradecanoic acid,Lab,544-63-8       ,SUBST,,
"Tetradecanoic Acid, 12-Methyl-, (S)-",Lab,5746-58-7      ,SUBST,,
Tetradifon (Tedion),Lab,116-29-0       ,SUBST,,
Tetraethyl pyrophosphate,Lab,107-49-3       ,SUBST,"Diphosphoric acid, tetraethyl ester",Synonym
Tetraethyltin,Lab,597-64-8       ,SUBST,"Stannane, tetraethyl-",Synonym
Tetrahydrofuran,Lab,109-99-9       ,SUBST,Diethylene oxide,Synonym
Tetrahydrofuran,Lab,109-99-9       ,SUBST,Tetramethylene oxide,Synonym
Tetrahydrophthalimide,Lab,27813-21-4     ,SUBST,,
Tetramethrin,Lab,7696-12-0      ,SUBST,,
"Tetrasulfide, dimethyl",Lab,5756-24-1      ,SUBST,,
Tetratetracontane,Lab,7098-22-8      ,SUBST,,
Thallium,Lab,7440-28-0      ,SUBST,,
Thallium(I) carbonate,Lab,6533-73-9      ,SUBST,"Carbonic acid, dithallium(1+) salt",Synonym
Thallium(I) carbonate,Lab,6533-73-9      ,SUBST,Thallium carbonate,Synonym
Thallium(I) selenite,Lab,12039-52-0     ,SUBST,"Selenious acid, dithallium(1+) salt",Synonym
Theophylline,Lab,58-55-9        ,SUBST,,
Thiabendazole,Lab,148-79-8       ,SUBST,"1H-Benzimidazole, 2-(4-thiazolyl)-",Synonym
Thiacloprid,Lab,111988-49-9,SUBST,,
Thiamethoxam,Lab,153719-23-4,SUBST,,
Thifensulfuron-methyl,Lab,79277-27-3     ,SUBST,Harmony,Trade Name
Thiobencarb,Lab,28249-77-6     ,SUBST,Benthiocarb,Synonym
Thiobencarb,Lab,28249-77-6     ,SUBST,"Carbamothioic acid, diethyl-, S-[(4-chlorophenyl)methyl] ester",Synonym
Thiocyanic acid,Lab,463-56-9       ,SUBST,Thiocyanate,Synonym
Thiodicarb,Lab,59669-26-0     ,SUBST,"Ethanimidothioic acid, N,N'-[thiobis[(methylimino) carbonyloxy]]bis-, dimethyl ester",Synonym
Thiodiglycol,Lab,111-48-8,SUBST,"Ethanol, 2,2'-thiodi-",Synonym
Thiofanox,Lab,39196-18-4     ,SUBST,"2-Butanone, 3,3-dimethyl-1-(methylthio)*",Synonym
Thiofanox,Lab,39196-18-4     ,SUBST,P045,RCRA Waste Number
Thiophene,Lab,110-02-1       ,SUBST,,
"Thiophene, 2,5-bis(1,1-dimethylethyl)-",Lab,1689-77-6      ,SUBST,"2,5-Di-tert-butylthiophene",Synonym
"Thiophene, Benzo[B]-",Lab,95-15-8        ,SUBST,,
"Thiourea, tetramethyl-",Lab,2782-91-4      ,SUBST,,
Thorium-232,Lab,7440-29-1      ,SUBST,Thorium,Synonym
Thujone,,546-80-5       ,SUBST,,
Thymol,Lab,89-83-8        ,SUBST,"Phenol, 5-methyl-2-(1-methylethyl)-",Synonym
Tidal Height,Field,,LEN,,
Tin,Lab,7440-31-5      ,SUBST,,
Titanium,Lab,7440-32-6      ,SUBST,,
Tokuthion,Lab,34643-46-4     ,SUBST,Prothiofos,Synonym
Tokuthion,Lab,34643-46-4     ,SUBST,"Phosphorodithioic acid, O-(2,4-dichlorophenyl) O-methyl S-propyl ester",Synonym
Tokuthion (Prothiofos),Lab,300-02-1       ,SUBST,,
Toluene,Lab,108-88-3       ,SUBST,,
Toluene Diisocyanate,Lab,26471-62-5     ,SUBST,"Benzene, 1,3-diisocyanatomethyl-",Synonym
Toluene Diisocyanate,Lab,26471-62-5     ,SUBST,U223,RCRA Waste Number
"Toluene-2,4-diisocyanate",Lab,584-84-9       ,SUBST,"Benzene, 2,4-diisocyanato-1-methyl-",Synonym
Toluene-D8,Lab,2037-26-5      ,SUBST,,
Toluenediamine,Lab,25376-45-8     ,SUBST,U221,RCRA Waste Number
Toluenediamine,Lab,25376-45-8     ,SUBST,"Benzenediamine, ar-methyl-",Synonym
"Toluidine, 5-Nitro-O-",Lab,99-55-8        ,SUBST,,
Total Chlordane,Field and Lab,,SUBST,Chlordanes,Synonym
Total coliform,Lab,,TAX,,
Total Dissolved Gas,Field,,MISC,TDG,Synonym
Total Dissolved Gas - Saturation,Field,,SUBST,TDG - Saturation,Synonym
Total Dissolved Solids,Lab,,SUBST,TDS,Synonym
Total Endosulfan,Field and Lab,,SUBST,,
Total HpCDD,Lab,37871-00-4     ,SUBST,"Dibenzo[b,e][1,4]dioxin, heptachloro-",Synonym
Total HpCDD,Lab,37871-00-4     ,SUBST,Heptachlorodibenzo-p-dioxin,Synonym
Total HpCDD,Lab,37871-00-4     ,SUBST,Heptachlorodibenzo-p-dioxins,Synonym
Total HpCDF,Lab,38998-75-3     ,SUBST,Heptachlorodibenzofuran,Synonym
Total HpCDF,Lab,38998-75-3     ,SUBST,Heptachlorodibenzofurans,Synonym
Total HxCDD,Lab,34465-46-8     ,SUBST,Hexachlorodibenzo-p-dioxin,Synonym
Total HxCDD,Lab,34465-46-8     ,SUBST,Hexachlorodibenzo-p-dioxins,Synonym
Total HxCDF,Lab,55684-94-1     ,SUBST,Hexachlorodibenzofuran,Synonym
Total HxCDF,Lab,55684-94-1     ,SUBST,Hexachlorodibenzofurans,Synonym
Total Inorganic Arsenic,Field and Lab,,SUBST,,
Total Kjeldahl Nitrogen,Lab,,SUBST,TKN,Synonym
Total Non-Volatile Solids,Lab,,SUBST,,
Total Non-Volatile Suspended Solids,Lab,,SUBST,,
Total Organic Carbon,Lab,,SUBST,"Carbon, organic",Synonym
Total Organic Carbon,Lab,,SUBST,TOC,Synonym
Total Organic Halides,Lab,,SUBST,TOX,Synonym
Total PeCDD,Lab,36088-22-9     ,SUBST,Pentachlorodibenzo-p-dioxin,Synonym
Total PeCDD,Lab,36088-22-9     ,SUBST,Pentachlorodibenzo-p-dioxins,Synonym
Total PeCDF,Lab,30402-15-4     ,SUBST,Pentachlorodibenzofurans,Synonym
Total PeCDF,Lab,30402-15-4     ,SUBST,Pentachlorodibenzofuran,Synonym
Total Persulfate Nitrogen,Lab,,SUBST,,
Total Persulfate Phosphorus,Lab,,SUBST,,
Total Phosphorus,Lab,,SUBST,,
Total Solids,Lab,,SUBST,,
Total Suspended Solids,Lab,,SUBST,TSS,Synonym
Total TCDD,Lab,41903-57-5     ,SUBST,Tetrachlorodibenzo-p-dioxin,Synonym
Total TCDD,Lab,41903-57-5     ,SUBST,Tetrachlorodibenzo-p-dioxins,Synonym
Total TCDF,Lab,30402-14-3     ,SUBST,Tetrachlorodibenzofuran,Synonym
Total TCDF,Lab,30402-14-3     ,SUBST,Tetrachlorodibenzofurans,Synonym
Total Volatile Solids,Lab,,SUBST,,
Total Xylenes,Lab,1330-20-7      ,SUBST,"Benzene, dimethyl-",Synonym
Total Xylenes,Lab,1330-20-7      ,SUBST,"Xylenes (mixture of o, m, and p isomers)",Synonym
Total Xylenes,Lab,1330-20-7      ,SUBST,Xylenes,Synonym
Toxaphene,Lab,8001-35-2      ,SUBST,,
Tralkoxydim,Lab,87820-88-0     ,SUBST,"2-Cyclohexen-1-one, 2-[1-(ethoxyimino)propyl]-3-hydroxy-5-(2,4,6-trimethylphenyl)-",Synonym
Tralomethrin,Lab,66841-25-6     ,SUBST,Scout X-tra,Trade Name
Tralomethrin,Lab,66841-25-6     ,SUBST,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)-, cyano(3-phenoxyphenyl)methyl ester",Synonym
"Trans-1,2-Dichlorocyclohexane",Lab,822-86-6       ,SUBST,"Cyclohexane, 1,2-dichloro-, (1R,2R)-rel-",Synonym
"Trans-1,2-Dichloroethene",Lab,156-60-5       ,SUBST,"trans-1,2-Dichloroethylene",Synonym
"Trans-1,2-Dichloroethene",Lab,156-60-5       ,SUBST,"Ethene, 1,2-dichloro-, (1E)-",Synonym
"Trans-1,3-Dichloropropene",Lab,10061-02-6     ,SUBST,,
"Trans-1,4-Dichloro-2-butene",Lab,110-57-6       ,SUBST,,
"trans-1,4-Hexadiene",Lab,7319-00-8      ,SUBST,,
trans-Chlordane,Lab,5103-74-2      ,SUBST,"4,7-Methanoindan, 3a-.beta.,4,7,7a-.beta.-tetrahydro-1-.beta.,2-.alpha.,4-.alpha.,5,6,7-.alpha.,8,8-octachloro-",Synonym
trans-Chlordane,Lab,5103-74-2      ,SUBST,beta-Chlordane,Synonym
trans-Nonachlor,Lab,39765-80-5     ,SUBST,,
trans-Permethrin,Lab,61949-77-7     ,SUBST,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (3-phenoxyphenyl) methyl ester, (1R,3S)-rel-",Synonym
Tremolite,Lab,145677-73-8    ,SUBST,,
Tremolite asbestos,Lab,77536-68-6     ,SUBST,,
Trenbolone,Lab,10161-33-8     ,SUBST,,
Trenbolone acetate,Lab,10161-34-9     ,SUBST,,
Triacontane,Lab,638-68-6       ,SUBST,,
Triadimefon,Lab,43121-43-3     ,SUBST,,
Triallate,Lab,2303-17-5      ,SUBST,,
Triamterene,Lab,396-01-0       ,SUBST,,
Triasulfuron,Lab,82097-50-5     ,SUBST,"1-[2-(2-chloroethoxy)phenylsulfonyl]-3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)urea",Synonym
Tribenuron-methyl,Lab,101200-48-0    ,SUBST,Express,Trade Name
Tribufos (DEF),Lab,78-48-8        ,SUBST,,
Tributyltin,Lab,688-73-3       ,SUBST,Tributyl tin,Synonym
Tributyltin,Lab,688-73-3       ,SUBST,"Stannane, tributyl-",Synonym
Tributyltin Chloride,Lab,1461-22-9      ,SUBST,,
Tributyltin Ion,Lab,36643-28-4     ,SUBST,Tributylstannylium,Synonym
Tributyltin Oxide,Lab,56-35-9        ,SUBST,,
Trichlorfon,Lab,52-68-6        ,SUBST,"Phosphonic acid, (2,2,2-\trichloro-1-hydroxyethyl)-,dimethyl ester",Synonym
Trichlorfon,Lab,52-68-6        ,SUBST,Dipterex,Synonym
Trichlorobenzene Acetic Acid,Lab,85-34-7        ,SUBST,,
Trichlorobutadienes,Lab,53317-48-9     ,SUBST,"1,3-Butadiene, trichloro-",Synonym
Trichloroethene,Lab,79-01-6        ,SUBST,Trichloroethylene,Synonym
Trichloroethene,Lab,79-01-6        ,SUBST,TCE,Synonym
Trichlorofluoroethane,Lab,27154-33-2     ,SUBST,,
Trichloronate,Lab,327-98-0       ,SUBST,,
Trichlorosyringol,Lab,2539-26-6      ,SUBST,,
Trichlorotrifluoroethane,Lab,26523-64-8     ,SUBST,,
Triclocarban,Lab,101-20-2       ,SUBST,,
Triclopyr,Lab,55335-06-3     ,SUBST,"Acetic acid, [(3,5,6-trichloro-2-pyridinyl)oxy]-",Synonym
Triclopyr,Lab,55335-06-3     ,SUBST,Trichlopyr,Synonym
Triclopyr,Lab,55335-06-3     ,SUBST,Garlon,Trade Name
Triclosan,Lab,3380-34-5      ,SUBST,"Phenol, 5-chloro-2-(2,4-dichlorophenoxy)",Synonym
Tricosane,Lab,638-67-5       ,SUBST,,
"Tricosane, 2-methyl-",,1928-30-9      ,SUBST,,
"Tricosane-2,4-dione",Lab,65351-36-2     ,SUBST,,
Tricyclazole,Lab,41814-78-2     ,SUBST,"1,2,4-Triazolo[3,4-b]benzothiazole, 5-m*",Synonym
Tridecane,Lab,629-50-5       ,SUBST,,
"Tridecane, 1-iodo-",Lab,35599-77-0     ,SUBST,,
"Tridecane, 7-hexyl",Lab,7225-66-3      ,SUBST,,
Tridiphane,Lab,58138-08-2     ,SUBST,"Oxirane, 2-(3,5-dichlorophenyl)-2-( 2,2,2-trichloroethyl)-",Synonym
Triethyl citrate,Lab,77-93-0        ,SUBST,,
Trifloxystrobin,Lab,141517-21-7    ,SUBST,"Benzeneacetic acid, .alpha.-(methoxyimino)-2-[[[[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]-, methyl ester, (E,E)-",Synonym
